TEMPORADA,# NIDO,ESPECIE,# HUEVOS,FECHA DE COLECTA,FECHA DE NACIMIENTO,CRIAS LOGRADAS,CRIAS NO LOGRADAS,ADOPTA,MES,AÑO,TASA DE SUPERVIVENCIA,,CRIAS LOGRADAS_1,,,,y = 19.872 + 1.280(Especie) + 0.012(Fecha) - 8.428(Temporada) - 0.008(Nido) + 0.851(Huevos)
A,1879,GOLFINA,87,03/12/2022,17/01/2023,79,8,,1,2023,90.80%,,77.08531,,,,
A,1880,GOLFINA,100,03/12/2022,17/01/2023,97,3,,1,2023,97.00%,,88.1786,,,,
A,1881,GOLFINA,110,03/12/2022,17/01/2023,103,7,,1,2023,93.64%,,96.7119,,,,
A,1882,GOLFINA,110,03/12/2022,17/01/2023,105,5,,1,2023,95.45%,,96.7119,,,,
A,1883,GOLFINA,96,03/12/2022,17/01/2023,91,5,,1,2023,94.79%,,84.76528,,,,
A,1884,GOLFINA,100,03/12/2022,17/01/2023,100,0,,1,2023,100.00%,,88.1786,,,,
A,1885,GOLFINA,81,03/12/2022,17/01/2023,80,1,,1,2023,98.77%,,71.96533,,,,
A,1886,GOLFINA,81,03/12/2022,17/01/2023,81,0,,1,2023,100.00%,,71.96533,,,,
A,1887,GOLFINA,60,10/12/2022,24/01/2023,54,6,,1,2023,90.00%,,54.0454,,,,
A,1888,GOLFINA,62,10/12/2022,24/01/2023,60,2,,1,2023,96.77%,,55.75206,,,,
A,1889,GOLFINA,110,10/12/2022,24/01/2023,103,7,,1,2023,93.64%,,96.7119,,,,
A,1890,GOLFINA,90,10/12/2022,24/01/2023,90,0,,1,2023,100.00%,,79.6453,,,,
A,1891,GOLFINA,95,14/12/2022,28/01/2023,91,4,,1,2023,95.79%,,83.91195,,,,
A,1892,GOLFINA,90,14/12/2022,28/01/2023,88,2,,1,2023,97.78%,,79.6453,,,,
A,1893,GOLFINA,93,14/12/2022,28/01/2023,90,3,,1,2023,96.77%,,82.20529,,,,
A,1894,GOLFINA,92,14/12/2022,28/01/2023,87,5,,1,2023,94.57%,,81.35196,,,,
A,1895,GOLFINA,80,16/12/2022,30/01/2023,78,2,,1,2023,97.50%,,71.112,,,,
A,1896,GOLFINA,77,16/12/2022,30/01/2023,71,6,,1,2023,92.21%,,68.55201,,,,
A,1897,GOLFINA,85,16/12/2022,30/01/2023,81,4,,1,2023,95.29%,,75.37865,,,,
A,1898,GOLFINA,46,16/12/2022,30/01/2023,43,3,,1,2023,93.48%,,42.09878,,,,
A,1899,GOLFINA,83,16/12/2022,30/01/2023,80,3,,1,2023,96.39%,,73.67199,,,,
A,1900,GOLFINA,110,16/12/2022,30/01/2023,103,7,,1,2023,93.64%,,96.7119,,,,
A,1901,GOLFINA,73,16/12/2022,30/01/2023,70,3,,1,2023,95.89%,,65.13869,,,,
A,1902,GOLFINA,71,17/12/2022,31/01/2023,70,1,,1,2023,98.59%,,63.43203,,,,
A,1903,GOLFINA,72,17/12/2022,31/01/2023,72,0,,1,2023,100.00%,,64.28536,,,,
A,1904,LAUD,80,18/12/2022,01/02/2023,68,12,,2,2023,85.00%,,71.112,,,,
A,1905,LAUD,70,18/12/2022,01/02/2023,61,9,,2,2023,87.14%,,62.5787,,,,
A,1906,GOLFINA,115,19/12/2022,02/02/2023,112,3,,2,2023,97.39%,,100.97855,,,,
A,1907,GOLFINA,68,08/01/2023,22/02/2023,66,2,,2,2023,97.06%,,60.87204,,,,
B,1,GOLFINA,84,01/07/2023,15/08/2023,82,2,,8,2023,97.62%,,74.52532,,,,
B,2,GOLFINA,91,01/07/2023,15/08/2023,90,1,,8,2023,98.90%,,80.49863,,,,
B,3,GOLFINA,74,01/07/2023,15/08/2023,70,4,,8,2023,94.59%,,65.99202,,,,
B,4,GOLFINA,110,01/07/2023,15/08/2023,105,5,,8,2023,95.45%,,96.7119,,,,
B,5,GOLFINA,96,02/07/2023,16/08/2023,93,3,,8,2023,96.88%,,84.76528,,,,
B,6,GOLFINA,84,02/07/2023,16/08/2023,81,3,,8,2023,96.43%,,74.52532,,,,
B,7,GOLFINA,73,04/07/2023,18/08/2023,72,1,,8,2023,98.63%,,65.13869,,,,
B,8,GOLFINA,74,07/07/2023,21/08/2023,71,3,,8,2023,95.95%,,65.99202,,,,
B,9,GOLFINA,73,07/07/2023,21/08/2023,70,3,,8,2023,95.89%,,65.13869,,,,
B,10,GOLFINA,109,07/07/2023,21/08/2023,105,4,,8,2023,96.33%,,95.85857,,,,
B,11,GOLFINA,101,07/07/2023,21/08/2023,100,1,,8,2023,99.01%,,89.03193,,,,
B,12,GOLFINA,113,07/07/2023,21/08/2023,110,3,,8,2023,97.35%,,99.27189,,,,
B,13,GOLFINA,110,08/07/2023,22/08/2023,107,3,,8,2023,97.27%,,96.7119,,,,
B,14,GOLFINA,90,08/07/2023,22/08/2023,85,5,,8,2023,94.44%,,79.6453,,,,
B,15,GOLFINA,73,08/07/2023,22/08/2023,70,3,,8,2023,95.89%,,65.13869,,,,
B,16,GOLFINA,92,10/07/2023,24/08/2023,90,2,,8,2023,97.83%,,81.35196,,,,
B,17,GOLFINA,96,11/07/2023,25/08/2023,95,1,,8,2023,98.96%,,84.76528,,,,
B,18,GOLFINA,100,13/07/2023,27/08/2023,98,2,,8,2023,98.00%,,88.1786,,,,
B,19,GOLFINA,104,13/07/2023,27/08/2023,102,2,,8,2023,98.08%,,91.59192,,,,
B,20,GOLFINA,104,13/07/2023,27/08/2023,100,4,,8,2023,96.15%,,91.59192,,,,
B,21,GOLFINA,110,13/07/2023,27/08/2023,107,3,,8,2023,97.27%,,96.7119,,,,
B,22,GOLFINA,98,13/07/2023,27/08/2023,96,2,,8,2023,97.96%,,86.47194,,,,
B,23,GOLFINA,114,13/07/2023,27/08/2023,111,3,,8,2023,97.37%,,100.12522,,,,
B,24,GOLFINA,90,13/07/2023,27/08/2023,88,2,,8,2023,97.78%,,79.6453,,,,
B,25,GOLFINA,102,14/07/2023,28/08/2023,100,2,,8,2023,98.04%,,89.88526,,,,
B,26,GOLFINA,96,14/07/2023,28/08/2023,93,3,,8,2023,96.88%,,84.76528,,,,
B,27,GOLFINA,85,14/07/2023,28/08/2023,83,2,,8,2023,97.65%,,75.37865,,,,
B,28,GOLFINA,92,15/07/2023,29/08/2023,90,2,,8,2023,97.83%,,81.35196,,,,
B,29,GOLFINA,90,15/07/2023,29/08/2023,90,0,,8,2023,100.00%,,79.6453,,,,
B,30,GOLFINA,101,15/07/2023,29/08/2023,100,1,,8,2023,99.01%,,89.03193,,,,
B,31,GOLFINA,90,15/07/2023,29/08/2023,88,2,,8,2023,97.78%,,79.6453,,,,
B,32,GOLFINA,100,16/07/2023,30/08/2023,98,2,,8,2023,98.00%,,88.1786,,,,
B,33,GOLFINA,86,16/07/2023,30/08/2023,83,3,,8,2023,96.51%,,76.23198,,,,
B,34,GOLFINA,74,17/07/2023,31/08/2023,71,3,,8,2023,95.95%,,65.99202,,,,
B,35,GOLFINA,94,17/07/2023,31/08/2023,91,3,,8,2023,96.81%,,83.05862,,,,
B,36,GOLFINA,101,17/07/2023,31/08/2023,99,2,,8,2023,98.02%,,89.03193,,,,
B,37,GOLFINA,90,17/07/2023,31/08/2023,88,2,,8,2023,97.78%,,79.6453,,,,
B,38,GOLFINA,77,17/07/2023,31/08/2023,76,1,,8,2023,98.70%,,68.55201,,,,
B,39,GOLFINA,40,17/07/2023,31/08/2023,39,1,,8,2023,97.50%,,36.9788,,,,
B,40,GOLFINA,60,18/07/2023,01/09/2023,55,5,,9,2023,91.67%,,54.0454,,,,
B,41,GOLFINA,63,18/07/2023,01/09/2023,61,2,,9,2023,96.83%,,56.60539,,,,
B,42,GOLFINA,98,18/07/2023,01/09/2023,96,2,,9,2023,97.96%,,86.47194,,,,
B,43,GOLFINA,90,18/07/2023,01/09/2023,88,2,,9,2023,97.78%,,79.6453,,,,
B,44,GOLFINA,107,18/07/2023,01/09/2023,105,2,,9,2023,98.13%,,94.15191,,,,
B,45,GOLFINA,118,18/07/2023,01/09/2023,115,3,,9,2023,97.46%,,103.53854,,,,
B,46,GOLFINA,83,18/07/2023,01/09/2023,80,3,,9,2023,96.39%,,73.67199,,,,
B,47,GOLFINA,85,18/07/2023,01/09/2023,82,3,,9,2023,96.47%,,75.37865,,,,
B,48,GOLFINA,82,18/07/2023,01/09/2023,80,2,,9,2023,97.56%,,72.81866,,,,
B,49,GOLFINA,108,18/07/2023,01/09/2023,105,3,,9,2023,97.22%,,95.00524,,,,
B,50,GOLFINA,101,19/07/2023,02/09/2023,100,1,,9,2023,99.01%,,89.03193,,,,
B,51,GOLFINA,90,19/07/2023,02/09/2023,86,4,,9,2023,95.56%,,79.6453,,,,
B,52,GOLFINA,108,19/07/2023,02/09/2023,106,2,,9,2023,98.15%,,95.00524,,,,
B,53,GOLFINA,107,20/07/2023,03/09/2023,103,4,,9,2023,96.26%,,94.15191,,,,
B,54,GOLFINA,90,20/07/2023,03/09/2023,88,2,,9,2023,97.78%,,79.6453,,,,
B,55,GOLFINA,60,20/07/2023,03/09/2023,56,4,,9,2023,93.33%,,54.0454,,,,
B,56,GOLFINA,95,20/07/2023,03/09/2023,91,4,,9,2023,95.79%,,83.91195,,,,
B,57,GOLFINA,100,20/07/2023,03/09/2023,95,5,,9,2023,95.00%,,88.1786,,,,
B,58,GOLFINA,90,20/07/2023,03/09/2023,87,3,,9,2023,96.67%,,79.6453,,,,
B,59,GOLFINA,78,20/07/2023,03/09/2023,76,2,,9,2023,97.44%,,69.40534,,,,
B,60,GOLFINA,65,20/07/2023,03/09/2023,61,4,,9,2023,93.85%,,58.31205,,,,
B,61,GOLFINA,106,20/07/2023,03/09/2023,102,4,,9,2023,96.23%,,93.29858,,,,
B,62,GOLFINA,84,20/07/2023,03/09/2023,81,3,,9,2023,96.43%,,74.52532,,,,
B,63,GOLFINA,94,20/07/2023,03/09/2023,91,3,,9,2023,96.81%,,83.05862,,,,
B,64,GOLFINA,90,20/07/2023,03/09/2023,88,2,,9,2023,97.78%,,79.6453,,,,
B,65,GOLFINA,75,20/07/2023,03/09/2023,72,3,,9,2023,96.00%,,66.84535,,,,
B,66,GOLFINA,82,20/07/2023,03/09/2023,80,2,,9,2023,97.56%,,72.81866,,,,
B,67,GOLFINA,100,21/07/2023,04/09/2023,96,4,,9,2023,96.00%,,88.1786,,,,
B,68,GOLFINA,86,21/07/2023,04/09/2023,83,3,,9,2023,96.51%,,76.23198,,,,
B,69,GOLFINA,60,21/07/2023,04/09/2023,57,3,,9,2023,95.00%,,54.0454,,,,
B,70,GOLFINA,60,21/07/2023,04/09/2023,58,2,,9,2023,96.67%,,54.0454,,,,
B,71,GOLFINA,90,22/07/2023,05/09/2023,87,3,,9,2023,96.67%,,79.6453,,,,
B,72,GOLFINA,110,22/07/2023,05/09/2023,107,3,,9,2023,97.27%,,96.7119,,,,
B,73,GOLFINA,109,22/07/2023,05/09/2023,106,3,,9,2023,97.25%,,95.85857,,,,
B,74,GOLFINA,105,22/07/2023,05/09/2023,102,3,,9,2023,97.14%,,92.44525,,,,
B,75,GOLFINA,126,23/07/2023,06/09/2023,123,3,,9,2023,97.62%,,110.36518,,,,
B,76,GOLFINA,68,23/07/2023,06/09/2023,65,3,,9,2023,95.59%,,60.87204,,,,
B,77,GOLFINA,102,23/07/2023,06/09/2023,100,2,,9,2023,98.04%,,89.88526,,,,
B,78,GOLFINA,82,23/07/2023,06/09/2023,80,2,,9,2023,97.56%,,72.81866,,,,
B,79,GOLFINA,65,23/07/2023,06/09/2023,61,4,,9,2023,93.85%,,58.31205,,,,
B,80,GOLFINA,80,23/07/2023,06/09/2023,77,3,,9,2023,96.25%,,71.112,,,,
B,81,GOLFINA,100,23/07/2023,06/09/2023,97,3,,9,2023,97.00%,,88.1786,,,,
B,82,GOLFINA,103,23/07/2023,06/09/2023,100,3,,9,2023,97.09%,,90.73859,,,,
B,83,GOLFINA,100,23/07/2023,06/09/2023,96,4,,9,2023,96.00%,,88.1786,,,,
B,84,GOLFINA,80,23/07/2023,06/09/2023,77,3,,9,2023,96.25%,,71.112,,,,
B,85,GOLFINA,68,23/07/2023,06/09/2023,65,3,,9,2023,95.59%,,60.87204,,,,
B,86,GOLFINA,81,24/07/2023,07/09/2023,80,1,,9,2023,98.77%,,71.96533,,,,
B,87,GOLFINA,113,24/07/2023,07/09/2023,110,3,,9,2023,97.35%,,99.27189,,,,
B,88,GOLFINA,95,24/07/2023,07/09/2023,91,4,,9,2023,95.79%,,83.91195,,,,
B,89,GOLFINA,114,24/07/2023,07/09/2023,112,2,,9,2023,98.25%,,100.12522,,,,
B,90,GOLFINA,66,24/07/2023,07/09/2023,65,1,,9,2023,98.48%,,59.16538,,,,
B,91,GOLFINA,105,24/07/2023,07/09/2023,102,3,,9,2023,97.14%,,92.44525,,,,
B,92,GOLFINA,105,24/07/2023,07/09/2023,103,2,,9,2023,98.10%,,92.44525,,,,
B,93,GOLFINA,103,24/07/2023,07/09/2023,100,3,,9,2023,97.09%,,90.73859,,,,
B,94,GOLFINA,110,24/07/2023,07/09/2023,108,2,,9,2023,98.18%,,96.7119,,,,
B,95,GOLFINA,90,24/07/2023,07/09/2023,86,4,,9,2023,95.56%,,79.6453,,,,
B,96,GOLFINA,119,25/07/2023,08/09/2023,113,6,,9,2023,94.96%,,104.39187,,,,
B,97,GOLFINA,105,25/07/2023,08/09/2023,101,4,,9,2023,96.19%,,92.44525,,,,
B,98,GOLFINA,100,25/07/2023,08/09/2023,97,3,,9,2023,97.00%,,88.1786,,,,
B,99,GOLFINA,90,25/07/2023,08/09/2023,86,4,,9,2023,95.56%,,79.6453,,,,
B,100,GOLFINA,86,25/07/2023,08/09/2023,81,5,,9,2023,94.19%,,76.23198,,,,
B,101,GOLFINA,90,26/07/2023,09/09/2023,86,4,,9,2023,95.56%,,79.6453,,,,
B,102,GOLFINA,81,26/07/2023,09/09/2023,80,1,,9,2023,98.77%,,71.96533,,,,
B,103,GOLFINA,80,26/07/2023,09/09/2023,74,6,,9,2023,92.50%,,71.112,,,,
B,104,GOLFINA,69,26/07/2023,09/09/2023,66,3,,9,2023,95.65%,,61.72537,,,,
B,105,GOLFINA,88,26/07/2023,09/09/2023,86,2,,9,2023,97.73%,,77.93864,,,,
B,106,GOLFINA,104,26/07/2023,09/09/2023,101,3,,9,2023,97.12%,,91.59192,,,,
B,107,GOLFINA,110,26/07/2023,09/09/2023,103,7,,9,2023,93.64%,,96.7119,,,,
B,108,GOLFINA,61,26/07/2023,09/09/2023,60,1,,9,2023,98.36%,,54.89873,,,,
B,109,GOLFINA,60,26/07/2023,09/09/2023,60,0,,9,2023,100.00%,,54.0454,,,,
B,110,GOLFINA,84,26/07/2023,09/09/2023,81,3,,9,2023,96.43%,,74.52532,,,,
B,111,GOLFINA,100,26/07/2023,09/09/2023,98,2,,9,2023,98.00%,,88.1786,,,,
B,112,GOLFINA,86,26/07/2023,09/09/2023,80,6,,9,2023,93.02%,,76.23198,,,,
B,113,GOLFINA,104,26/07/2023,09/09/2023,102,2,,9,2023,98.08%,,91.59192,,,,
B,114,GOLFINA,98,27/07/2023,10/09/2023,96,2,,9,2023,97.96%,,86.47194,,,,
B,115,GOLFINA,72,27/07/2023,10/09/2023,70,2,,9,2023,97.22%,,64.28536,,,,
B,116,GOLFINA,116,27/07/2023,10/09/2023,111,5,,9,2023,95.69%,,101.83188,,,,
B,117,GOLFINA,93,27/07/2023,10/09/2023,90,3,,9,2023,96.77%,,82.20529,,,,
B,118,GOLFINA,92,27/07/2023,10/09/2023,90,2,,9,2023,97.83%,,81.35196,,,,
B,119,GOLFINA,46,27/07/2023,10/09/2023,40,6,,9,2023,86.96%,,42.09878,,,,
B,120,GOLFINA,120,27/07/2023,10/09/2023,115,5,,9,2023,95.83%,,105.2452,,,,
B,121,GOLFINA,85,27/07/2023,10/09/2023,81,4,,9,2023,95.29%,,75.37865,,,,
B,122,GOLFINA,65,27/07/2023,10/09/2023,62,3,,9,2023,95.38%,,58.31205,,,,
B,123,GOLFINA,95,28/07/2023,11/09/2023,91,4,,9,2023,95.79%,,83.91195,,,,
B,124,GOLFINA,74,28/07/2023,11/09/2023,70,4,,9,2023,94.59%,,65.99202,,,,
B,125,GOLFINA,102,28/07/2023,11/09/2023,100,2,,9,2023,98.04%,,89.88526,,,,
B,126,GOLFINA,102,28/07/2023,11/09/2023,100,2,,9,2023,98.04%,,89.88526,,,,
B,127,GOLFINA,97,28/07/2023,11/09/2023,94,3,,9,2023,96.91%,,85.61861,,,,
B,128,GOLFINA,88,28/07/2023,11/09/2023,84,4,,9,2023,95.45%,,77.93864,,,,
B,129,GOLFINA,75,28/07/2023,11/09/2023,71,4,,9,2023,94.67%,,66.84535,,,,
B,130,GOLFINA,89,28/07/2023,11/09/2023,86,3,,9,2023,96.63%,,78.79197,,,,
B,131,GOLFINA,104,28/07/2023,11/09/2023,102,2,,9,2023,98.08%,,91.59192,,,,
B,132,GOLFINA,124,28/07/2023,11/09/2023,120,4,,9,2023,96.77%,,108.65852,,,,
B,133,GOLFINA,100,28/07/2023,11/09/2023,97,3,,9,2023,97.00%,,88.1786,,,,
B,134,GOLFINA,89,28/07/2023,11/09/2023,87,2,,9,2023,97.75%,,78.79197,,,,
B,135,GOLFINA,95,28/07/2023,11/09/2023,90,5,,9,2023,94.74%,,83.91195,,,,
B,136,GOLFINA,75,28/07/2023,11/09/2023,70,5,,9,2023,93.33%,,66.84535,,,,
B,137,GOLFINA,65,28/07/2023,11/09/2023,61,4,,9,2023,93.85%,,58.31205,,,,
B,138,GOLFINA,83,28/07/2023,11/09/2023,80,3,,9,2023,96.39%,,73.67199,,,,
B,139,GOLFINA,87,28/07/2023,11/09/2023,81,6,,9,2023,93.10%,,77.08531,,,,
B,140,GOLFINA,86,28/07/2023,11/09/2023,82,4,,9,2023,95.35%,,76.23198,,,,
B,141,GOLFINA,120,28/07/2023,11/09/2023,116,4,,9,2023,96.67%,,105.2452,,,,
B,142,GOLFINA,85,28/07/2023,11/09/2023,80,5,,9,2023,94.12%,,75.37865,,,,
B,143,GOLFINA,91,28/07/2023,11/09/2023,90,1,,9,2023,98.90%,,80.49863,,,,
B,144,GOLFINA,94,28/07/2023,11/09/2023,94,0,,9,2023,100.00%,,83.05862,,,,
B,145,GOLFINA,62,29/07/2023,12/09/2023,60,2,,9,2023,96.77%,,55.75206,,,,
B,146,GOLFINA,97,29/07/2023,12/09/2023,93,4,,9,2023,95.88%,,85.61861,,,,
B,147,GOLFINA,102,29/07/2023,12/09/2023,100,2,,9,2023,98.04%,,89.88526,,,,
B,148,GOLFINA,100,29/07/2023,12/09/2023,98,2,,9,2023,98.00%,,88.1786,,,,
B,149,GOLFINA,40,29/07/2023,12/09/2023,35,5,,9,2023,87.50%,,36.9788,,,,
B,150,GOLFINA,125,29/07/2023,12/09/2023,121,4,,9,2023,96.80%,,109.51185,,,,
B,151,GOLFINA,42,29/07/2023,12/09/2023,40,2,,9,2023,95.24%,,38.68546,,,,
B,152,GOLFINA,67,29/07/2023,12/09/2023,60,7,,9,2023,89.55%,,60.01871,,,,
B,153,GOLFINA,97,29/07/2023,12/09/2023,92,5,,9,2023,94.85%,,85.61861,,,,
B,154,GOLFINA,52,29/07/2023,12/09/2023,50,2,,9,2023,96.15%,,47.21876,,,,
B,155,GOLFINA,105,29/07/2023,12/09/2023,101,4,,9,2023,96.19%,,92.44525,,,,
B,156,GOLFINA,101,29/07/2023,12/09/2023,100,1,,9,2023,99.01%,,89.03193,,,,
B,157,GOLFINA,105,30/07/2023,13/09/2023,102,3,,9,2023,97.14%,,92.44525,,,,
B,158,GOLFINA,72,30/07/2023,13/09/2023,70,2,,9,2023,97.22%,,64.28536,,,,
B,159,GOLFINA,73,30/07/2023,13/09/2023,70,3,,9,2023,95.89%,,65.13869,,,,
B,160,GOLFINA,93,30/07/2023,13/09/2023,90,3,,9,2023,96.77%,,82.20529,,,,
B,161,GOLFINA,99,30/07/2023,13/09/2023,94,5,,9,2023,94.95%,,87.32527,,,,
B,162,GOLFINA,100,30/07/2023,13/09/2023,97,3,,9,2023,97.00%,,88.1786,,,,
B,163,GOLFINA,112,30/07/2023,13/09/2023,107,5,,9,2023,95.54%,,98.41856,,,,
B,164,GOLFINA,86,31/07/2023,14/09/2023,81,5,,9,2023,94.19%,,76.23198,,,,
B,165,GOLFINA,109,31/07/2023,14/09/2023,105,4,,9,2023,96.33%,,95.85857,,,,
B,166,GOLFINA,86,31/07/2023,14/09/2023,83,3,,9,2023,96.51%,,76.23198,,,,
B,167,GOLFINA,110,31/07/2023,14/09/2023,108,2,,9,2023,98.18%,,96.7119,,,,
B,168,GOLFINA,99,31/07/2023,14/09/2023,97,2,,9,2023,97.98%,,87.32527,,,,
B,169,GOLFINA,116,31/07/2023,14/09/2023,113,3,,9,2023,97.41%,,101.83188,,,,
B,170,GOLFINA,91,31/07/2023,14/09/2023,90,1,,9,2023,98.90%,,80.49863,,,,
B,171,GOLFINA,110,31/07/2023,14/09/2023,106,4,,9,2023,96.36%,,96.7119,,,,
B,172,GOLFINA,101,31/07/2023,14/09/2023,100,1,,9,2023,99.01%,,89.03193,,,,
B,173,GOLFINA,94,31/07/2023,14/09/2023,90,4,,9,2023,95.74%,,83.05862,,,,
B,174,GOLFINA,77,31/07/2023,14/09/2023,70,7,,9,2023,90.91%,,68.55201,,,,
B,175,GOLFINA,100,31/07/2023,14/09/2023,100,0,,9,2023,100.00%,,88.1786,,,,
B,176,GOLFINA,93,31/07/2023,14/09/2023,90,3,,9,2023,96.77%,,82.20529,,,,
B,177,GOLFINA,80,01/08/2023,15/09/2023,77,3,,9,2023,96.25%,,71.112,,,,
B,178,GOLFINA,100,01/08/2023,15/09/2023,94,6,,9,2023,94.00%,,88.1786,,,,
B,179,GOLFINA,110,01/08/2023,15/09/2023,109,1,,9,2023,99.09%,,96.7119,,,,
B,180,GOLFINA,60,01/08/2023,15/09/2023,54,6,,9,2023,90.00%,,54.0454,,,,
B,181,GOLFINA,100,01/08/2023,15/09/2023,97,3,,9,2023,97.00%,,88.1786,,,,
B,182,GOLFINA,80,01/08/2023,15/09/2023,77,3,,9,2023,96.25%,,71.112,,,,
B,183,GOLFINA,100,01/08/2023,15/09/2023,96,4,,9,2023,96.00%,,88.1786,,,,
B,184,GOLFINA,100,01/08/2023,15/09/2023,94,6,,9,2023,94.00%,,88.1786,,,,
B,185,GOLFINA,97,01/08/2023,15/09/2023,92,5,,9,2023,94.85%,,85.61861,,,,
B,186,GOLFINA,90,01/08/2023,15/09/2023,88,2,,9,2023,97.78%,,79.6453,,,,
B,187,GOLFINA,80,01/08/2023,15/09/2023,76,4,,9,2023,95.00%,,71.112,,,,
B,188,GOLFINA,100,01/08/2023,15/09/2023,97,3,,9,2023,97.00%,,88.1786,,,,
B,189,GOLFINA,112,01/08/2023,15/09/2023,110,2,,9,2023,98.21%,,98.41856,,,,
B,190,GOLFINA,85,01/08/2023,15/09/2023,81,4,,9,2023,95.29%,,75.37865,,,,
B,191,GOLFINA,96,01/08/2023,15/09/2023,92,4,,9,2023,95.83%,,84.76528,,,,
B,192,GOLFINA,86,02/08/2023,16/09/2023,81,5,,9,2023,94.19%,,76.23198,,,,
B,193,GOLFINA,101,02/08/2023,16/09/2023,100,1,,9,2023,99.01%,,89.03193,,,,
B,194,GOLFINA,102,02/08/2023,16/09/2023,100,2,,9,2023,98.04%,,89.88526,,,,
B,195,GOLFINA,116,02/08/2023,16/09/2023,111,5,,9,2023,95.69%,,101.83188,,,,
B,196,GOLFINA,103,02/08/2023,16/09/2023,102,1,,9,2023,99.03%,,90.73859,,,,
B,197,GOLFINA,112,02/08/2023,16/09/2023,109,3,,9,2023,97.32%,,98.41856,,,,
B,198,GOLFINA,89,02/08/2023,16/09/2023,83,6,,9,2023,93.26%,,78.79197,,,,
B,199,GOLFINA,95,02/08/2023,16/09/2023,91,4,,9,2023,95.79%,,83.91195,,,,
B,200,GOLFINA,84,02/08/2023,16/09/2023,82,2,,9,2023,97.62%,,74.52532,,,,
B,201,GOLFINA,123,02/08/2023,16/09/2023,120,3,,9,2023,97.56%,,107.80519,,,,
B,202,GOLFINA,73,02/08/2023,16/09/2023,70,3,,9,2023,95.89%,,65.13869,,,,
B,203,GOLFINA,81,02/08/2023,16/09/2023,80,1,,9,2023,98.77%,,71.96533,,,,
B,204,GOLFINA,83,02/08/2023,16/09/2023,80,3,,9,2023,96.39%,,73.67199,,,,
B,205,GOLFINA,95,02/08/2023,16/09/2023,91,4,,9,2023,95.79%,,83.91195,,,,
B,206,GOLFINA,84,02/08/2023,16/09/2023,83,1,,9,2023,98.81%,,74.52532,,,,
B,207,GOLFINA,113,02/08/2023,16/09/2023,110,3,,9,2023,97.35%,,99.27189,,,,
B,208,GOLFINA,65,02/08/2023,16/09/2023,60,5,,9,2023,92.31%,,58.31205,,,,
B,209,GOLFINA,109,02/08/2023,16/09/2023,102,7,,9,2023,93.58%,,95.85857,,,,
B,210,GOLFINA,75,02/08/2023,16/09/2023,71,4,,9,2023,94.67%,,66.84535,,,,
B,211,GOLFINA,101,02/08/2023,16/09/2023,100,1,,9,2023,99.01%,,89.03193,,,,
B,212,GOLFINA,97,02/08/2023,16/09/2023,93,4,,9,2023,95.88%,,85.61861,,,,
B,213,GOLFINA,91,02/08/2023,16/09/2023,90,1,,9,2023,98.90%,,80.49863,,,,
B,214,GOLFINA,89,02/08/2023,16/09/2023,82,7,,9,2023,92.13%,,78.79197,,,,
B,215,GOLFINA,123,02/08/2023,16/09/2023,120,3,,9,2023,97.56%,,107.80519,,,,
B,216,GOLFINA,85,02/08/2023,16/09/2023,81,4,,9,2023,95.29%,,75.37865,,,,
B,217,GOLFINA,74,02/08/2023,16/09/2023,72,2,,9,2023,97.30%,,65.99202,,,,
B,218,GOLFINA,110,02/08/2023,16/09/2023,108,2,,9,2023,98.18%,,96.7119,,,,
B,219,GOLFINA,110,02/08/2023,16/09/2023,106,4,,9,2023,96.36%,,96.7119,,,,
B,220,GOLFINA,90,03/08/2023,17/09/2023,86,4,,9,2023,95.56%,,79.6453,,,,
B,221,GOLFINA,94,03/08/2023,17/09/2023,91,3,,9,2023,96.81%,,83.05862,,,,
B,222,GOLFINA,68,03/08/2023,17/09/2023,66,2,,9,2023,97.06%,,60.87204,,,,
B,223,GOLFINA,67,03/08/2023,17/09/2023,65,2,,9,2023,97.01%,,60.01871,,,,
B,224,GOLFINA,106,03/08/2023,17/09/2023,102,4,,9,2023,96.23%,,93.29858,,,,
B,225,GOLFINA,80,03/08/2023,17/09/2023,76,4,,9,2023,95.00%,,71.112,,,,
B,226,GOLFINA,60,03/08/2023,17/09/2023,57,3,,9,2023,95.00%,,54.0454,,,,
B,227,GOLFINA,88,04/08/2023,18/09/2023,85,3,,9,2023,96.59%,,77.93864,,,,
B,228,GOLFINA,110,04/08/2023,18/09/2023,109,1,,9,2023,99.09%,,96.7119,,,,
B,229,GOLFINA,90,04/08/2023,18/09/2023,88,2,,9,2023,97.78%,,79.6453,,,,
B,230,GOLFINA,105,04/08/2023,18/09/2023,100,5,,9,2023,95.24%,,92.44525,,,,
B,231,GOLFINA,80,04/08/2023,18/09/2023,77,3,,9,2023,96.25%,,71.112,,,,
B,232,GOLFINA,60,04/08/2023,18/09/2023,55,5,,9,2023,91.67%,,54.0454,,,,
B,233,GOLFINA,97,04/08/2023,18/09/2023,92,5,,9,2023,94.85%,,85.61861,,,,
B,234,GOLFINA,92,04/08/2023,18/09/2023,90,2,,9,2023,97.83%,,81.35196,,,,
B,235,GOLFINA,87,04/08/2023,18/09/2023,80,7,,9,2023,91.95%,,77.08531,,,,
B,236,GOLFINA,107,04/08/2023,18/09/2023,103,4,,9,2023,96.26%,,94.15191,,,,
